Liste des organismes bénéficiaires du Fonds européen de développement régional et du Fonds social européen en Midi-Pyrénées,,,,,,,,,
"Nota bene : ces données concernent les projets pour lesquels le concours des Fonds européens a été approuvé en comité de programmation
Données actualisées au 18/10/2009",,,,,,,,,
Chambre d'Agriculture de l'Aveyron,PLAN DE FORMATION 2008,"52,000 €","23,400 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
Chambre d'Agriculture des Hautes-Pyrénées,PLAN DE FORMATION DES SALARIES 2007,"26,362 €","11,863 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
Chambre d'Agriculture des Hautes-Pyrénées,PLAN DE FORMATION DES SALARIES 2008,"43,498 €","19,574 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
Chambre d'Agriculture de Tarn-et-Garonne,PLAN DE FORMATION DES SALARIES 2007,"8,890 €","4,001 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
Chambre d'Agriculture de Tarn-et-Garonne,PLAN DE FORMATION DES SALARIES 2008,"15,360 €","6,912 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
CHAMBRE D'AGRICULTURE DU GERS,PLAN DE FORMATION DES SALARIES 2007,"10,740 €","4,833 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
CHAMBRE D'AGRICULTURE DU GERS,PLAN DE FORMATION DES SALARIES 2008,"18,846 €","8,481 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
CHAMBRE D'AGRICULTURE DU GERS,PLAN DE FORMATION DES SALARIES 2009,"68,814 €","30,966 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,GERS,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
Chambre d'Agriculture du Lot,PLAN DE FORMATION DES SALARIES 2007,"17,580 €","7,911 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
Chambre d'Agriculture du Tarn,CONGE INDIVIDUEL FORMATION 2008,"12,567 €","5,655 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,TARN / ALBI,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
Chambre d'Agriculture du Tarn,Gestion durable des sols en Midi-Pyrénées - Création d'un outil de gestion des sols - Programme 2008 : département du Tarn,"102,194 €","31,421 €",FEDER ,MIDI-PYRENEES,TARN,FEDER Compétitivité Régionale et Emploi,54,Autres mesures pour protéger l'environnement et prévenir les risques
Chambre d'Agriculture du Tarn,PLAN DE FORMATION 2007,"14,827 €","6,672 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
Chambre d'Agriculture du Tarn,PLAN DE FORMATION 2008,"47,115 €","21,202 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
Chambre de Commerce et d'industrie d'Albi - Carmaux - Gaillac (CCI 81),DEVELOPPEMENT QUALITATIF 2008,"16,336 €","7,351 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,TARN / ALBI / ALBI / ALBI,Programme opérationnel national Fonds social européen,62,Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés...
Chambre de Commerce et d'industrie d'Albi - Carmaux - Gaillac (CCI 81),Formation-accompagnement des créateurs et des cédants d'entreprises,"69,717 €","31,373 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,68,Aide au travail indépendant et à la création d'entreprise
Chambre de Commerce et d'industrie d'Albi - Carmaux - Gaillac (CCI 81),Formation-accompagnement des créateurs et repreneurs d'entreprises,"35,720 €","16,074 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,68,Aide au travail indépendant et à la création d'entreprise
Chambre de Commerce et d'industrie d'Albi - Carmaux - Gaillac (CCI 81),Mission Emploi - Ressources humaines,"70,000 €","31,500 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,64,"Développement de services spécifiques d'emploi, de formation et de soutien dans le contexte de restructuration sectorielle..."
Chambre de commerce et d'industrie de Castres Mazamet,Formation-accompagnement des créateurs et des cédants d'entreprises,"41,935 €","18,871 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,68,Aide au travail indépendant et à la création d'entreprise
Chambre de commerce et d'industrie de Castres Mazamet,Mission Emploi - Ressources Humaines,"70,000 €","31,500 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,64,"Développement de services spécifiques d'emploi, de formation et de soutien dans le contexte de restructuration sectorielle..."
Chambre de commerce et d'industrie de Castres Mazamet,PLAN DE FORMATION 2008,"22,822 €","10,270 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,TARN / CASTRES / CASTRES / CASTRES,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
Chambre de Commerce et d'Industrie de l'Ariège,DEVELOPPEMENT QUALITATIF 2008,"5,230 €","2,354 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,ARIEGE / FOIX / FOIX-VILLE / FOIX,Programme opérationnel national Fonds social européen,62,Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés...
Chambre de Commerce et d'Industrie de l'Ariège,Formation-accompagnement des créateurs d'entreprises,"38,982 €","17,542 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,68,Aide au travail indépendant et à la création d'entreprise
Chambre de Commerce et d'Industrie de l'Ariège,Formation-accompagnement des créateurs et des cédants d'entreprises,"71,738 €","32,282 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,68,Aide au travail indépendant et à la création d'entreprise
Chambre de Commerce et d'Industrie de l'Ariège,Mission Emploi - Ressources Humaines,"70,000 €","31,500 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,64,"Développement de services spécifiques d'emploi, de formation et de soutien dans le contexte de restructuration sectorielle..."
Chambre de Commerce et d'Industrie de Millau,- 20 % (DE LA CONSOMMATION ENERGETIQUE),"495,582 €","142,766 €",FEDER ,MIDI-PYRENEES,AVEYRON,FEDER Compétitivité Régionale et Emploi,49,Atténuation et adaptation au changement climatique
Chambre de Commerce et d'Industrie de Millau,Formation-accompagnement des créateurs d'entreprises,"44,757 €","20,141 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,68,Aide au travail indépendant et à la création d'entreprise
Chambre de Commerce et d'Industrie de Millau,Formation-accompagnement des créateurs et des cédants d'entreprises,"54,259 €","24,417 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,68,Aide au travail indépendant et à la création d'entreprise
Chambre de Commerce et d'Industrie de Millau,Mission Emploi - Ressources Humaines,"70,000 €","31,500 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,64,"Développement de services spécifiques d'emploi, de formation et de soutien dans le contexte de restructuration sectorielle..."
Chambre de Commerce et d'Industrie de Montauban et de Tarn et Garonne,Extension du centre de formation de la CCI de Tarn et Garonne,"2,006,000 €","389,236 €",FEDER ,MIDI-PYRENEES,TARN-ET-GARONNE / MONTAUBAN,FEDER Compétitivité Régionale et Emploi,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
Chambre de Commerce et d'Industrie de Montauban et de Tarn et Garonne,Formation-accompagnement des créateurs et des cédants d'entreprises,"77,198 €","32,579 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,68,Aide au travail indépendant et à la création d'entreprise
Chambre de Commerce et d'Industrie de Montauban et de Tarn et Garonne,Mission Emploi - Ressources Humaines,"70,000 €","31,500 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,64,"Développement de services spécifiques d'emploi, de formation et de soutien dans le contexte de restructuration sectorielle..."
Chambre de Commerce et d'industrie de Rodez-Villefranche-Espalion,Formation-accompagnement des créateurs et des cédants d'entreprises,"113,161 €","50,923 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,68,Aide au travail indépendant et à la création d'entreprise
Chambre de Commerce et d'industrie de Rodez-Villefranche-Espalion,Mission Emploi - Ressources Humaines,"66,886 €","30,099 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,64,"Développement de services spécifiques d'emploi, de formation et de soutien dans le contexte de restructuration sectorielle..."
Chambre de Commerce et d'industrie de Rodez-Villefranche-Espalion,Plan de formation 2008,"60,000 €","24,000 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,AVEYRON / RODEZ / RODEZ / RODEZ,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
Chambre de Commerce et d'industrie de Rodez-Villefranche-Espalion,Plan de formation 2009,"96,349 €","38,540 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,AVEYRON / RODEZ / RODEZ / RODEZ,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
Chambre de commerce et d'industrie de Tarbes et des Hautes-Pyrénées,Mission Emploi - Ressources Humaines,"52,899 €","23,805 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,64,"Développement de services spécifiques d'emploi, de formation et de soutien dans le contexte de restructuration sectorielle..."
Chambre de Commerce et d'Industrie de Tarbes et des Hautes-Pyrénées,Formation-accompagnement des créateurs d'entreprises,"19,163 €","6,463 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,68,Aide au travail indépendant et à la création d'entreprise
Chambre de commerce et d'industrie du Lot,Amélioration du service FOAD délivré par le site Pyramide de Cahors,"14,833 €","7,416 €",FEDER ,MIDI-PYRENEES,LOT / CAHORS / CAHORS-SUD,FEDER Compétitivité Régionale et Emploi,13,"Services et applications pour les citoyens (santé, gouvernement, formation en ligne, participation de tous à la société de l'information, etc.)"
Chambre de commerce et d'industrie du Lot,Formation-accompagnement des créateurs et des cédants d'entreprises,"27,103 €","11,251 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,68,Aide au travail indépendant et à la création d'entreprise
Chambre de commerce et d'industrie du Lot,Formation-accompagnement des créateurs/ repreneurs d'entreprises,"19,051 €","7,673 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,68,Aide au travail indépendant et à la création d'entreprise
Chambre de commerce et d'industrie du Lot,Mission Emploi - Ressources humaines,"53,620 €","24,129 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,64,"Développement de services spécifiques d'emploi, de formation et de soutien dans le contexte de restructuration sectorielle..."
Chambre de commerce et d'industrie du Lot,Mission Emploi - Ressources humaines,"64,130 €","28,859 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,64,"Développement de services spécifiques d'emploi, de formation et de soutien dans le contexte de restructuration sectorielle..."
Chambre de commerce et d'industrie du Lot,PROJET COLLECTIF PASSEPORT FORMATION 2007 FROTSI CCI CAHORS,400 €,180 €,FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,LOT / GOURDON / SOUILLAC / SOUILLAC,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
Chambre de commerce et d'industrie du Lot,PROJET COLLECTIF PASSEPORT FORMATION 2007 FROTSI CCI CAHORS,550 €,248 €,FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,TARN-ET-GARONNE / MONTAUBAN / MONTAUBAN / MONTAUBAN,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
Chambre de métiers de l'Aveyron,DEVELOPPEMENT QUALITATIF 2008,"52,800 €","23,760 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,AVEYRON / RODEZ / RODEZ / RODEZ,Programme opérationnel national Fonds social européen,62,Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés...
Chambre de métiers de l'Aveyron,DEVELOPPEMENT QUALITATIF 2009 DU CENTRE TECHNIQUE DES METIERS DE L'AVEYRON,"120,135 €","54,061 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,62,Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés...
Chambre de métiers de l'Aveyron,Restructuration et mise aux normes du futur  Campus des Métiers  - CFA,"6,400,000 €","1,900,000 €",FEDER ,MIDI-PYRENEES,AVEYRON / RODEZ,FEDER Compétitivité Régionale et Emploi,62,Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés...
CHAMBRE DE METIERS DU TARN,Agent polyvalent de restauration collective,"27,542 €","13,771 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,71,Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées...
CHAMBRE DE METIERS DU TARN,Aide à l'insertion professionnelle des Bénéficiaires du RMI,"10,000 €","5,000 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,TARN / CASTRES,Programme opérationnel national Fonds social européen,71,Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées...
CHAMBRE DE METIERS DU TARN,DEVELOPPEMENT QUALITATIF 2008,"7,316 €","3,292 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,TARN / ALBI / ALBI / ALBI,Programme opérationnel national Fonds social européen,62,Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés...
CHAMBRE DE METIERS DU TARN,DEVELOPPEMENT QUALITATIF DE L'ECOLE DES METIERS DU TARN,"7,697 €","3,464 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,62,Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés...
CHAMBRE DE METIERS ET DE L'ARTISANAT ARIEGE,Suivi/Accompagnement des créateurs repreneurs,"20,570 €","9,257 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,ARIEGE,Programme opérationnel national Fonds social européen,68,Aide au travail indépendant et à la création d'entreprise
CHAMBRE DE METIERS ET DE L'ARTISANAT DE LA HAUTE-GARONNE,DEVELOPPEMENT QUALITATIF 2008,"93,668 €","42,151 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTE-GARONNE / TOULOUSE / TOULOUSE / TOULOUSE,Programme opérationnel national Fonds social européen,62,Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés...
CHAMBRE DE METIERS ET DE L'ARTISANAT DE LA HAUTE-GARONNE,DEVELOPPEMENT QUALITATIF 2009 DU CFA,"51,916 €","23,362 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,62,Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés...
CHAMBRE DE METIERS ET DE L'ARTISANAT DE LA HAUTE-GARONNE,"Les lundis de la création avec accueil, orientation et accompagnement des créateurs en pays de Commi","23,725 €","10,676 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTE-GARONNE / SAINT-GAUDENS / SAINT-GAUDENS / SAINT-GAUDENS,Programme opérationnel national Fonds social européen,68,Aide au travail indépendant et à la création d'entreprise
CHAMBRE DE METIERS ET DE L'ARTISANAT DE LA HAUTE-GARONNE,"Objectif 10000 : accueil, orientation, accompagnement et suivi des créateurs d'entreprises","103,357 €","46,511 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTE-GARONNE,Programme opérationnel national Fonds social européen,68,Aide au travail indépendant et à la création d'entreprise
CHAMBRE DE METIERS ET DE L'ARTISANAT DE LA HAUTE-GARONNE,"Objectif 1000, Accueil et orientation, accompagnement et suivi des créateurs d'entreprises artisanales","83,679 €","37,656 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,Multilocalisation,Programme opérationnel national Fonds social européen,68,Aide au travail indépendant et à la création d'entreprise
CHAMBRE DE METIERS ET DE L'ARTISANAT DE L'ARIEGE,DEVELOPPEMENT QUALITATIF 2008 DU CFA CM 09,"44,657 €","20,096 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,ARIEGE / FOIX / FOIX-VILLE / FOIX,Programme opérationnel national Fonds social européen,62,Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés...
Chambre des métiers du Gers,DEVELOPPEMENT QUALITATIF 2008,"32,500 €","14,625 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,GERS / AUCH / AUCH-SUD-OUEST / PAVIE,Programme opérationnel national Fonds social européen,62,Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés...
Chambre des métiers du Gers,DEVELOPPEMENT QUALITATIF 2009 DE L'ECOLE DES METIERS DU GERS,"43,000 €","19,350 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,62,Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés...
CHAMBRE DES METIERS DU LOT,DEVELOPPEMENT QUALITATIF 2009,"4,278 €","1,925 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,62,Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés...
CHAMBRE REGIONALE DE COMMERCE ET D'INDUSTRIE DE MIDI-PYRENEES,"Accompagner la transmission des entreprises industrielles, commerciales et de services en Midi-Pyrénées","540,358 €","135,089 €",FEDER ,MIDI-PYRENEES,,FEDER Compétitivité Régionale et Emploi,68,Aide au travail indépendant et à la création d'entreprise
CHAMBRE REGIONALE DE COMMERCE ET D'INDUSTRIE DE MIDI-PYRENEES,Assistance Technique,"71,314 €","24,144 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,85,"Préparation, mise en oeuvre, suivi et inspection "
CHAMBRE REGIONALE DE COMMERCE ET D'INDUSTRIE DE MIDI-PYRENEES,Formation-accompagnement des créateurs et des cédants d'entreprise,"314,023 €","138,832 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTE-GARONNE / TOULOUSE / TOULOUSE-13E / BLAGNAC,Programme opérationnel national Fonds social européen,68,Aide au travail indépendant et à la création d'entreprise
CHAMBRE REGIONALE DE COMMERCE ET D'INDUSTRIE DE MIDI-PYRENEES,Formation-accompagnement des créateurs et des cédants d'entreprises,"36,157 €","16,271 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,68,Aide au travail indépendant et à la création d'entreprise
CHAMBRE REGIONALE DE COMMERCE ET D'INDUSTRIE DE MIDI-PYRENEES,mission emploi ressources humaines des CCI de midi-pyrénées,"599,661 €","269,847 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTE-GARONNE / TOULOUSE / TOULOUSE-13E / BLAGNAC,Programme opérationnel national Fonds social européen,64,"Développement de services spécifiques d'emploi, de formation et de soutien dans le contexte de restructuration sectorielle..."
CHAMBRE REGIONALE DE COMMERCE ET D'INDUSTRIE DE MIDI-PYRENEES,"Missions Emploi Ressources Humaines - 8ème édition de l'Observatoire économique, emploi et formation","73,736 €","33,181 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,64,"Développement de services spécifiques d'emploi, de formation et de soutien dans le contexte de restructuration sectorielle..."
CHAMBRE REGIONALE DE COMMERCE ET D'INDUSTRIE DE MIDI-PYRENEES,Missions Emploi Ressources Humaines - Animation,"15,805 €","7,112 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,,Programme opérationnel national Fonds social européen,64,"Développement de services spécifiques d'emploi, de formation et de soutien dans le contexte de restructuration sectorielle..."
CHAMBRE REGIONALE DE COMMERCE ET D'INDUSTRIE DE MIDI-PYRENEES,Plan Régional  Création d'entreprises  pour la période du 01/07/2008 au 30/06/2009,"351,667 €","87,916 €",FEDER ,MIDI-PYRENEES,,FEDER Compétitivité Régionale et Emploi,5,Services de soutien avancé aux sociétés et groupes de sociétés
CHAMBRE REGIONALE DE COMMERCE ET D'INDUSTRIE DE MIDI-PYRENEES,"Réalisation de dossiers économiques par branches, secteurs ou filières de Midi-pyrénées","271,120 €","67,780 €",FEDER ,MIDI-PYRENEES,,FEDER Compétitivité Régionale et Emploi,86,Evaluation et études; information et communication
CHAMBRE REGIONALE DE COMMERCE ET D'INDUSTRIE DE MIDI-PYRENEES,Sensibilisation et accompagnement des PMI-PME innovantes de Midi-Pyrénées à la participation au 7éme,"326,850 €","146,000 €",FEDER ,MIDI-PYRENEES,,FEDER Compétitivité Régionale et Emploi,9,"Autres mesures pour stimuler la recherche, l'innovation et l'esprit d'entreprise dans les PME"
CHAMBRE REGIONALE DES METIERS,"Plan Régional Création, Transmission Reprise  Création  pour la période du 01/07/2008 au 30/06/2009","304,435 €","76,108 €",FEDER ,MIDI-PYRENEES,,FEDER Compétitivité Régionale et Emploi,68,Aide au travail indépendant et à la création d'entreprise
CHAMBRE REGIONALE DES METIERS,Plan Régional Création Transmission Reprise :  Fonds d'expertise des PME et TPE en Midi-Pyrénées  pour la période du 01/07/2008 au 30/06/2009,"203,369 €","68,843 €",FEDER ,MIDI-PYRENEES,,FEDER Compétitivité Régionale et Emploi,5,Services de soutien avancé aux sociétés et groupes de sociétés
CHAMBRE REGIONALE DES METIERS,"Plan régional Création, Transmission, Reprise :  Transmission - reprise pour la période du 01/07/2008 au 30/06/2009","735,343 €","183,835 €",FEDER ,MIDI-PYRENEES,,FEDER Compétitivité Régionale et Emploi,5,Services de soutien avancé aux sociétés et groupes de sociétés
CHAMBRE REGIONALE DES METIERS,"PRIMEX 2009 - Programme de détection, de préparation et d'accompagnement des primo-exportateurs","253,895 €","63,473 €",FEDER ,MIDI-PYRENEES,,FEDER Compétitivité Régionale et Emploi,5,Services de soutien avancé aux sociétés et groupes de sociétés
CHAMBRE REGIONALE DES METIERS,"programme de détection, de préparation et d'accompagnement des primo-exportateurs, PRIMEX 2008","173,780 €","43,445 €",FEDER ,MIDI-PYRENEES,,FEDER Compétitivité Régionale et Emploi,5,Services de soutien avancé aux sociétés et groupes de sociétés
CHAMPOL CABINET,PROJET COLLECTIF PASSEPORT FORMATION 2007,"5,006 €","2,253 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTE-GARONNE / TOULOUSE / TOULOUSE / TOULOUSE,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
CHAPITEAUX DU SUD OUEST,Plan de formation 2008,"46,000 €","18,400 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,LOT / CAHORS / CAHORS-SUD / ARCAMBAL,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
CHARCUTERIE ANDRE CAZAUX,PLAN DE FORMATION 2009,"71,689 €","32,260 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,ARIEGE / SAINT-GIRONS / SAINT-LIZIER / SAINT-LIZIER,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
CHASSINT PEINTURE,CONTRAT APPUI PME ET IMMO 2008-2010,"325,372 €","48,800 €",FEDER ,MIDI-PYRENEES,LOT / FIGEAC / FIGEAC-OUEST / BEDUER,FEDER Compétitivité Régionale et Emploi,8,Autres investissements en entreprises
CHAUDRONNERIE MECANIQUE ARIEGEOISE,CONTRAT APPUI PME,"2,975,276 €","225,000 €",FEDER ,MIDI-PYRENEES,ARIEGE / FOIX / LAVELANET / LAVELANET,FEDER Compétitivité Régionale et Emploi,9,"Autres mesures pour stimuler la recherche, l'innovation et l'esprit d'entreprise dans les PME"
CHEMELLO,CONDUCTEUR DE TRAVAUX BATIMENT,"1,910 €",859 €,FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTE-GARONNE / TOULOUSE,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
Chômeurs Associés maison de la solidarité et de la citoyenneté,Accompagnement de personnes en difficulté d'insertion sociale et professionnelle,"63,862 €","31,862 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTE-GARONNE / SAINT-GAUDENS,Programme opérationnel national Fonds social européen,71,Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées...
CIBC 09, Plate- forme Savoirs de Base  du département de l'Ariège,"38,000 €","19,000 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,ARIEGE,Programme opérationnel national Fonds social européen,71,Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées...
CIBC 65,Conseil VAE dans les Hautes-Pyrénées,"25,178 €","10,549 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTES-PYRENEES,Programme opérationnel national Fonds social européen,62,Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés...
CIBC 65,Plate forme des savoirs de base pour les Hautes-Pyrénées,"43,160 €","17,660 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTES-PYRENEES,Programme opérationnel national Fonds social européen,71,Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées...
CIBC 65,SERVICE INFORMATION CONSEIL EN VAE POUR LES HAUTES-PYRENEES,"65,450 €","29,450 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,HAUTES-PYRENEES / TARBES / TARBES / TARBES,Programme opérationnel national Fonds social européen,62,Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés...
CIBC AVEYRON,SITE REGIONAL INFORMATION CONSEIL EN VAE,"65,454 €","29,454 €",FONDS SOCIAL EUROPEEN,MIDI-PYRENEES,AVEYRON,Programme opérationnel national Fonds social européen,73,Mesures pour renforcer la participation dans l'éducation et la formation tout au long de la vie...
